Fecha;BUSY15_Index;BUSY510_Index;BUSY10_Index;EUR_CLP;USD_CLP;UF_CLP;RACLGOB_CLP_D1yM;RACLGOB_CLP_D2y3y;RACLGOB_CLP_D5yP;RACLGOB_UF_D1yM;RACLGOB_UF_D3y5y;RACLGOB_UF_D7yP;RACLBR_DC;RACLBR_DL;RACLLH_D1;RACLLH_D5;RACLLH_D9P;RACLCO_CLP_D1yM;RACLCO_UF_D1yM;RACLCO_UF_D2y4y;RACLCO_UF_D5yP;RACLGOB_CLP;RACLCO_CLP_AAC_D3y5y;RACLIF_UFDM3;RACLIF_CLPDM6;RACLIF_CLPD2;RACLIF_USD;RACLIF_CLP_P15d;RACLIF_CLP_P360d;RACLIF_UF_P15d;RACLIF_UF_P360d;UTILITIES;BANCA;COMMODITIES;CONST.&INMOB.;RETAIL;IPSA;SPX_Index;RACLGOB_UF_D5y7y;ICP_CLP;RACLGOB_PDBC;RACLIF_UF_P270d;RACLIF_UFD3P;RACLIF_UFD2;RACL;USD_CLP_Trade;RACLIF_DM3
2015-05-15;110,4360000000;130,7650000000;156,1010000000;680,8510638298;598,4000000000;24827,9700000000;1695,2461884968;1843,4703036228;2137,6149020217;2345,2577232417;3288,5906725321;5042,2645525369;3020,1066300367;4390,5169184426;3058,9734471839;3740,8542098061;3177,4378915071;2032,5542232977;2829,1417183909;3775,3378370212;4805,6107806271;1919,6538771426;1694,5020479474;2158,7286958362;1967,0685288759;2288,3097273175;1015,6324334736;1769,1443406468;2175,3080722342;2148,7727480351;2323,4847213667;5125,7680000000;7047,8440000000;3304,1520000000;4486,3450000000;4194,9740000000;4111,6560000000;2122,7300000000;3903,1471511472;16469,1500000000;1601,3702373573;2199,0424410295;3212,0793628657;2563,2143912257;3414,6508062788;597,1000000000;1966,1128024824
2015-05-14;110,3680000000;130,1520000000;153,3890000000;682,7743035816;600,5000000000;24823,1800000000;1694,8898394032;1840,7680851739;2133,9521473444;2346,9718551686;3287,6896969996;5028,0395019830;3018,6935647518;4388,9861603727;3058,7137222337;3735,9178429035;3173,3081458059;2032,0208189020;2829,7461916478;3774,3620748561;4797,4995621551;1917,4710407915;1693,5664145283;2158,2810919952;1966,9540456050;2288,6002069458;1019,1746317934;1768,9148585623;2173,7725988968;2148,5029179750;2323,3814491798;5074,4620000000;6967,3940000000;3289,8900000000;4458,4550000000;4227,9070000000;4076,7350000000;2121,1000000000;3897,8721396220;16467,7800000000;1601,2244766974;2198,5909552114;3204,9708218058;2561,5611020420;3411,4961538839;598,4000000000;1965,9290021469
2015-05-13;110,2240000000;129,7510000000;152,9630000000;682,0642407907;607,3100000000;24818,3900000000;1694,7591337719;1840,4815983186;2133,8148006756;2346,4843537760;3288,7501367798;5028,9782412582;3022,6657756323;4402,1029798309;3058,3303582574;3735,6074704154;3174,1304304492;2031,5004262070;2828,2176923882;3773,7770521053;4798,8106995943;1917,2459212235;1693,9067491419;2158,5246804971;1966,9771101089;2288,4115779809;1030,8128009861;1768,7807158750;2174,4096763154;2148,2826111829;2324,3335663994;5107,8830000000;7034,5780000000;3322,0280000000;4460,9280000000;4251,3420000000;4098,7100000000;2098,4800000000;3901,3662781934;16466,4100000000;1601,0889787051;2199,7272073626;3209,7111959887;2562,5491457138;3411,8628017574;600,5000000000;1965,8049790038
2015-05-12;110,1530000000;129,8120000000;154,0440000000;676,9882877858;606,9200000000;24813,6000000000;1694,6531831920;1839,2390001923;2130,6991866454;2345,1656456358;3286,6126751852;5028,9884563040;3022,1511576810;4400,4310615918;3057,4443219360;3735,2141996447;3173,5471584296;2031,2018464847;2827,2311098711;3772,7469305935;4797,3528099339;1915,4392751420;1693,5266888420;2157,3833128873;1966,9845012134;2287,1439902996;1030,1552517727;1768,6266090262;2174,3550088910;2148,0920492552;2325,7916810207;5126,4590000000;7040,4870000000;3321,3320000000;4504,6040000000;4333,4490000000;4118,1500000000;2099,1200000000;3901,0394541293;16465,0300000000;1600,9876485938;2200,2079377274;3210,5912311329;2564,3440039798;3411,0961379551;607,3100000000;1965,6408795191
2015-05-11;110,1190000000;129,7290000000;153,6920000000;680,0291872474;605,7700000000;24808,8100000000;1694,6451225369;1840,3569122259;2131,7197302070;2344,0484247359;3295,1794656389;5083,8255271380;3021,6703383912;4398,7942309953;3056,6303629597;3738,3804201259;3180,6862030725;2031,1504142746;2825,7226916980;3772,9958511483;4814,8945878689;1916,3713670372;1695,9863505593;2157,5625873269;1966,8798785545;2288,8965145124;1028,2514949596;1768,4902535163;2173,6994581032;2147,8660748580;2325,6745332956;5171,5540000000;7066,6540000000;3332,6130000000;4525,6720000000;4352,1350000000;4144,9770000000;2105,3300000000;3914,7860924737;16463,6600000000;1600,8167471216;2199,0643169742;3236,9422912735;2566,2770708323;3418,7894817768;606,9200000000;1965,6177033893
2015-05-08;110,3130000000;130,6780000000;157,1670000000;687,6238738739;610,6100000000;24794,2900000000;1694,4584413995;1841,7145769008;2138,5018167807;2342,0971859517;3296,4663322803;5085,9617663269;3023,4891913737;4396,7728177303;3052,8160953782;3729,6553916604;3174,6473946005;2030,7635969143;2822,7182433911;3768,5212881777;4810,0626208446;1919,4421665231;1696,7351004491;2157,1992001900;1966,3955752822;2290,9797784761;1036,3331514437;1768,0067865303;2174,9657377956;2147,1856842015;2324,9585843491;5133,2360000000;7019,2200000000;3276,8020000000;4540,7370000000;4290,2840000000;4105,9070000000;2116,1000000000;3918,7421764439;16459,5500000000;1600,4259437932;2198,1595095747;3236,5014157776;2562,7479613537;3417,8337844807;605,7700000000;1965,0078516956
2015-05-07;110,1130000000;130,1960000000;156,6600000000;690,1382906370;608,8400000000;24789,3500000000;1694,7003118563;1845,7539374486;2139,8137422403;2338,1840345025;3287,2963891679;5082,9363425344;3002,6323885350;4366,0450829201;3049,1754773867;3723,5765412073;3169,6152494888;2030,4950000072;2818,9457192930;3763,6978384524;4804,9232449553;1921,4312489708;1698,3042818696;2150,1471800343;1966,2633093524;2290,2121412700;1033,4048433306;1767,8439074497;2174,2858969805;2143,4910128299;2315,5206892579;5148,6830000000;6904,2210000000;3295,5340000000;4562,6120000000;4322,8750000000;4110,2710000000;2088,0000000000;3904,7656255296;16458,1800000000;1600,2711581749;2190,3032426041;3233,2950561344;2555,1886775802;3414,7305299111;610,6100000000;1964,1957771306
2015-05-06;110,0800000000;129,8760000000;154,8610000000;684,9003805686;611,8900000000;24784,4100000000;1694,3441247927;1844,3967893445;2140,5708798751;2337,7179534261;3285,7765462314;5078,9670226496;3010,2204570387;4364,4476730371;3047,4452969878;3720,2466348005;3163,3810125352;2030,1971267373;2818,2640117029;3761,1767531877;4802,2140794574;1921,3597021008;1699,0875755867;2149,8456672956;1966,2360632323;2289,2991715713;1038,4543257622;1767,7144108898;2174,9464995201;2143,1300846598;2317,1586985762;5129,3490000000;6901,0340000000;3305,8290000000;4530,0900000000;4341,0910000000;4112,1710000000;2080,1500000000;3891,2422396041;16456,8100000000;1600,1878461632;2190,2868758799;3231,1229267827;2550,7628433793;3413,2894011565;608,8400000000;1964,1197781249
2015-05-05;110,1640000000;130,3230000000;157,2500000000;685,7270393929;614,4800000000;24779,4700000000;1694,3160297956;1845,7902666839;2151,5686332636;2337,4402493649;3291,0723957353;5102,9108543140;3024,3527799241;4371,9090869133;3048,0455619622;3723,7341924748;3159,5373087558;2030,0311110043;2817,5683062318;3763,4261880743;4812,8178884892;1925,5799096714;1699,2396231468;2149,3177246851;1965,9606189043;2290,2407987467;1042,8687761261;1767,5002884489;2174,2152299708;2142,9647000065;2317,6393758884;5097,0060000000;6921,6690000000;3285,9630000000;4534,2800000000;4256,1420000000;4086,7460000000;2089,4600000000;3919,5905793685;16455,4400000000;1600,0302798111;2190,8318195707;3240,1426737306;2553,5893300965;3418,6240372408;611,8900000000;1963,7831117283
2015-05-04;110,2390000000;130,5240000000;157,4810000000;684,6007391645;611,2800000000;24774,5300000000;1694,1653725227;1846,0596082447;2154,6146925637;2337,5162954284;3292,1552038657;5122,6349568397;3027,2355672328;4370,5042007340;3046,8701042871;3735,3946870394;3193,4896077895;2029,6452623462;2817,2124085303;3762,9479820706;4818,2486982352;1926,6459196096;1698,7482777229;2149,0405127882;1965,6097806591;2289,4003906173;1037,3799093853;1767,2640864385;2173,3390369058;2142,4023247623;2316,1540412443;5096,8370000000;6862,9840000000;3260,2560000000;4513,0610000000;4218,2820000000;4062,7970000000;2114,4900000000;3925,3978398241;16454,0700000000;1599,8055927308;2189,6798640718;3244,3168210759;2550,2704819045;3421,0293555525;614,4800000000;1963,5789658824
2015-04-30;110,3740000000;131,2430000000;160,8410000000;676,8767428890;606,8200000000;24754,7700000000;1693,5653340262;1845,9187992903;2153,9923703781;2334,8952049473;3289,3836022351;5103,6155936435;3027,0818117519;4368,0054909449;3043,3956583658;3729,4986503945;3187,2204166632;2028,5468084694;2814,3871312421;3761,1279809330;4809,5420186748;1925,9550423184;1697,9898424033;2146,9371434990;1964,1444199520;2289,2643234034;1029,6470303486;1766,3666275654;2173,4642686905;2141,0638982363;2313,1646625327;5034,7270000000;6875,6800000000;3227,8000000000;4538,9280000000;4215,8760000000;4043,4550000000;2085,5100000000;3922,8286336949;16448,5900000000;1599,2545786772;2188,1854114218;3232,6232447505;2547,9465140849;3416,4814699430;611,2800000000;1962,0569630116
2015-04-29;110,3930000000;131,2470000000;160,5330000000;665,2660449808;606,3900000000;24749,8400000000;1693,2768842569;1846,4064193961;2154,8481422227;2332,2627381531;3287,3120795951;5127,3426048650;3026,6936877119;4366,6159031792;3041,2478822220;3728,1795817896;3188,3269242145;2027,4829529349;2813,6069397586;3761,8238735242;4817,1853420023;1926,5142814651;1696,7964103470;2146,6376462238;1963,8890203063;2285,5889687471;1028,8877045978;1766,1819875870;2172,1679455040;2140,5318402716;2311,8294637986;5104,0150000000;6855,6280000000;3234,3330000000;4503,9110000000;4237,8240000000;4055,1390000000;2106,8500000000;3927,5782751667;16447,2100000000;1598,9256257702;2187,6891370605;3247,9846446944;2547,7924834020;3419,4842161802;606,8200000000;1961,9122464687
2015-04-28;110,4250000000;131,5890000000;162,2470000000;665,6644880174;611,0800000000;24744,9000000000;1693,3354880187;1844,9809416248;2151,4102643920;2334,4108879879;3283,6736236650;5125,1831005688;3026,2848412636;4365,2055621243;3041,2740369923;3727,0597036837;3187,9780610759;2027,5759156352;2814,1746175651;3763,1989553078;4814,2432374240;1924,4200962146;1695,6923680418;2147,5769448111;1963,7914279896;2283,4870831998;1036,8760024683;1766,0758292894;2169,7225987913;2140,8292169981;2313,2739829932;5126,8100000000;6886,8630000000;3269,1960000000;4537,0600000000;4305,7470000000;4090,1630000000;2114,7600000000;3917,8123360068;16445,8400000000;1598,7876746781;2188,0000818349;3251,2977105029;2549,2268037185;3418,0859631867;606,3900000000;1961,8944328614
2015-04-27;110,5380000000;132,1060000000;164,2880000000;666,9054596765;614,4200000000;24739,9700000000;1693,0453928684;1843,8192615363;2149,7626720087;2340,6822094244;3284,0937970159;5143,7928497550;3025,8741572313;4363,8334624450;3043,6836978731;3725,7064180311;3192,0925537965;2027,4205665986;2815,3373404500;3764,2726590813;4818,1541325796;1923,1941787169;1694,8191341097;2147,7772390912;1963,8198824323;2283,2654432670;1042,5625060812;1765,9947781816;2165,0851586184;2140,7160864637;2313,6112098434;5202,4050000000;6882,4760000000;3316,2120000000;4564,5000000000;4345,6230000000;4130,2610000000;2108,9200000000;3921,1511151218;16444,4700000000;1598,8569840255;2189,2307407644;3258,9917875835;2551,7047250533;3420,5462776906;611,0800000000;1961,9507376738
2015-04-24;110,5690000000;132,2130000000;164,2960000000;669,9035439471;618,1200000000;24725,1700000000;1692,8863929312;1842,7673707192;2150,3076812385;2339,5950999270;3284,5146912931;5129,2804342963;3025,2119533204;4366,1272910482;3040,3699623249;3721,7107875008;3185,1693168380;2026,4884199349;2813,3999348385;3763,2572007977;4809,3320557958;1922,8786832744;1693,9261984876;2146,6479326202;1963,1907740574;2283,3132193550;1048,7927199096;1765,5208278996;2169,9642677205;2139,9410270252;2312,8749791715;5130,7030000000;6802,9210000000;3301,7660000000;4523,6670000000;4248,6990000000;4075,9200000000;2117,6900000000;3918,2405687665;16440,3600000000;1598,4535776772;2187,9331108146;3252,7896977108;2547,1711077077;3416,9947023209;614,4200000000;1961,3462887350
2015-04-23;110,4740000000;131,8590000000;163,3780000000;663,4675254965;618,0200000000;24720,2400000000;1692,7655029716;1842,9222770021;2150,1689901139;2338,3599782958;3284,8154243878;5128,2375756995;3024,8081793034;4364,7418544185;3039,7642314413;3728,4226362548;3184,6382905343;2026,1782778861;2813,4116657272;3764,7394928655;4808,7634270142;1922,8777088789;1693,6803194870;2146,1544765865;1963,4096504112;2283,7385452302;1048,7447788787;1765,4274676483;2167,3869619323;2139,7716088725;2313,7400128728;5081,5760000000;6790,0130000000;3296,7790000000;4539,2170000000;4223,5550000000;4055,4350000000;2112,9300000000;3919,2400395692;16438,9900000000;1598,3736125689;2189,5266420151;3252,4978063997;2549,6265171254;3417,1506634524;618,1200000000;1961,4549327039
2015-04-22;110,3790000000;131,5410000000;162,6670000000;662,0341531522;616,4200000000;24715,3100000000;1692,6697662843;1842,6648879240;2148,2874121469;2338,9107391775;3284,6891788318;5128,3981970840;3024,3964607995;4363,3929893488;3038,6554879849;3727,9907429616;3184,8074285589;2025,9581264214;2813,9393668227;3765,8680779126;4811,6739480151;1922,0910794459;1693,1509562483;2146,8226746545;1963,4686812868;2281,7428034011;1046,0569237029;1765,3353034112;2168,8049730814;2139,6015610087;2312,6868979048;5055,9190000000;6811,3960000000;3258,4680000000;4532,1940000000;4217,2460000000;4036,3380000000;2107,9600000000;3920,4932946110;16437,6200000000;1598,2973973113;2190,2083774251;3252,3458748026;2549,8937238992;3417,9055950161;618,0200000000;1961,4020571501
2015-04-21;110,5130000000;132,1450000000;165,0140000000;660,7472621860;615,4200000000;24710,3900000000;1692,6167167675;1842,2840218117;2138,1470874652;2338,2931700675;3280,3824275283;5112,0728208487;3023,9987777863;4362,0303465641;3037,6038199788;3724,2456275098;3198,9603924072;2025,4116726662;2813,9330095243;3767,4640703517;4809,8304830782;1918,4579859877;1691,5198155751;2147,0793746748;1963,1684567296;2281,2241408213;1044,3260423933;1765,1920976841;2168,0207577837;2139,2743816086;2313,3113585983;5102,2970000000;6781,6410000000;3238,8540000000;4520,9120000000;4212,8130000000;4036,1190000000;2097,2900000000;3910,9922497701;16436,2500000000;1598,0769308201;2191,0695275351;3249,1499156559;2550,6689457799;3415,3959384303;616,4200000000;1961,2062412050
2015-04-20;110,5280000000;132,3050000000;165,6840000000;661,0529722732;612,7300000000;24705,4600000000;1692,3568300752;1841,2228852214;2135,3793177326;2338,7826602389;3274,1234997267;5100,2567000442;3023,5777605082;4360,6656909020;3036,8257438813;3722,1261163677;3166,9344879147;2025,1556348485;2814,2605180372;3768,6477443144;4809,1051704471;1916,7414292008;1691,2915934963;2146,5966049955;1963,1921909156;2281,7102912805;1039,6946421793;1765,0075882804;2167,2140012119;2138,8935710968;2314,7214736724;5078,6960000000;6730,7420000000;3217,9080000000;4499,0700000000;4254,0430000000;4020,5940000000;2100,4000000000;3903,8056599661;16434,8800000000;1597,9715542144;2191,5224082745;3243,4113553408;2550,1679925097;3413,7886007301;615,4200000000;1961,1881188336
2015-04-17;110,5630000000;132,4430000000;166,9130000000;658,3870967742;612,3000000000;24690,6900000000;1691,9497965359;1840,3149418841;2132,4796404650;2337,7375226796;3271,9161995137;5101,5666071709;3024,3661903546;4358,5831757673;3034,7978581386;3717,5206825251;3166,2244700746;2024,2105914360;2813,1185524769;3770,5144877988;4809,8463117404;1914,7820418852;1690,5737589563;2146,2076360683;1962,6203290835;2280,6508372793;1038,9270046842;1764,5165511615;2169,0151013710;2138,1550581877;2315,2066891177;5035,6600000000;6762,3080000000;3264,3600000000;4515,6670000000;4243,2380000000;4018,0600000000;2081,1800000000;3907,3056106806;16430,7700000000;1597,5497883777;2192,1113548573;3244,1706872021;2551,4043421076;3413,5882226953;612,7300000000;1960,7121368069
2015-04-16;110,6080000000;132,3510000000;165,3080000000;658,9379207180;616,7000000000;24685,7600000000;1691,7728154380;1840,3927694926;2135,0403680789;2338,4958793678;3282,9776981952;5123,8681878161;3025,5568085755;4363,2435302287;3036,0826051322;3711,0317357800;3135,0304468963;2023,9285572299;2813,0586014158;3776,5235323874;4829,0221566080;1915,7441381078;1690,9511163283;2147,5465052103;1962,4506676215;2280,2553005618;1046,3968950923;1764,3545713331;2168,9130645625;2137,9181676370;2315,2560168138;5101,1120000000;6827,9510000000;3329,0570000000;4522,2530000000;4274,2130000000;4068,9880000000;2104,9900000000;3916,9165328862;16429,4000000000;1597,4361250311;2192,6604958125;3256,3816549625;2554,7863672786;3420,3213730001;612,3000000000;1960,6507741351
2015-04-15;110,5340000000;132,2240000000;166,0420000000;655,1370959138;614,0600000000;24680,8400000000;1691,6502577405;1838,9934046970;2134,7344853886;2339,2007387126;3287,6885679546;5127,3826126830;3015,5247454262;4346,8360103033;3035,5978592603;3709,5060612722;3133,8513654325;2023,1527122753;2812,2132754081;3778,1836933150;4830,8787969952;1915,3149175779;1689,8599071596;2148,0590779778;1962,3790298625;2280,1189510074;1041,9127595814;1764,2197728066;2167,7683037643;2137,7075505418;2318,2758895535;5092,8960000000;6766,0820000000;3243,2730000000;4500,3880000000;4265,2300000000;4032,0040000000;2106,6300000000;3922,7096317938;16428,0300000000;1597,2465000168;2193,9762557921;3254,1303041737;2555,1300066807;3421,1048241534;616,7000000000;1960,4932377465
2015-04-14;110,4870000000;132,1190000000;166,0860000000;656,6927468810;621,1000000000;24675,9200000000;1691,4992786007;1839,3677492207;2134,8922441880;2340,4101868290;3288,7208679891;5130,4334313474;3015,2956135966;4345,4605396082;3035,2144528487;3705,4483315580;3133,3199191039;2022,7905196190;2812,4961408390;3779,3682924925;4833,2492792499;1915,4166530401;1690,0547406913;2146,9076889866;1962,3163789387;2278,7927377736;1053,7291732697;1764,0548383914;2169,3039988316;2137,4390226195;2318,0967405490;5066,6210000000;6732,0920000000;3219,1600000000;4486,1280000000;4214,1660000000;4018,8160000000;2095,8400000000;3924,6278722972;16426,6600000000;1597,1171129372;2193,9124122251;3255,8594025235;2553,5810665394;3421,7242036660;614,0600000000;1960,2835786446
2015-04-13;110,4110000000;131,8400000000;165,1000000000;655,6096528366;619,4200000000;24671,0000000000;1691,5345966410;1840,1213278763;2132,9474006618;2339,8968326784;3288,8061190121;5129,4598506805;3017,5618363930;4349,5911825167;3034,1808489249;3701,2492452302;3133,5519266187;2022,9907502504;2811,1077890651;3778,4321882893;4832,0382414060;1914,5596615658;1689,3030228770;2148,5837736920;1961,9533707901;2279,1939617840;1050,8285708946;1763,8901107711;2168,5298739136;2137,0914352021;2315,9916134355;5091,6510000000;6749,1170000000;3252,5310000000;4506,0360000000;4229,7450000000;4039,5770000000;2092,4300000000;3924,2287991034;16425,2900000000;1596,9281098056;2191,5856251045;3255,4620133398;2553,6401944042;3420,8185992564;621,1000000000;1960,1320871462
2015-04-10;110,3190000000;131,6020000000;164,8600000000;654,4185054898;613,9100000000;24656,2500000000;1690,5359929379;1838,9675093071;2134,9902060395;2338,3060746703;3288,5899518931;5114,9007100179;3019,1245157406;4361,4012646925;3030,6239755413;3707,3212449691;3128,7799952241;2021,5681100687;2809,0418520965;3775,0686360176;4823,4124534196;1914,9924232774;1688,4723604461;2144,4460214765;1961,3193517420;2277,1202161561;1041,5046685688;1763,3711395055;2166,2352023428;2136,3292273341;2314,9051502636;5095,6390000000;6784,6170000000;3210,6730000000;4551,9260000000;4244,8780000000;4035,7230000000;2102,0600000000;3917,8929067896;16421,1800000000;1596,4507783479;2191,3506185776;3247,1823560943;2553,1637938696;3417,2910596771;619,4200000000;1959,2503591405
2015-04-09;110,3600000000;131,6540000000;164,6680000000;660,8803807052;611,0500000000;24651,3300000000;1690,8527001682;1839,3112765419;2141,2480289914;2336,7626810384;3281,5522624960;5121,3530405916;3020,3420258513;4364,1029618597;3028,2145587353;3702,5240596529;3127,0979574888;2021,4422129783;2808,4574836050;3775,0190943514;4823,9106887811;1917,4119847681;1687,1917595765;2144,0207555190;1961,0868940941;2274,7636664162;1036,6807730727;1763,1732132564;2166,7975581618;2136,1211383625;2314,8717240080;5044,0180000000;6723,6020000000;3216,6400000000;4551,5280000000;4275,8880000000;4014,2100000000;2091,1800000000;3909,0763479798;16419,8100000000;1596,3069837949;2192,1898594173;3245,2225082006;2549,2532693499;3417,2151958934;613,9100000000;1958,9940896694
2015-04-08;110,4540000000;132,0830000000;166,4820000000;662,4850916188;611,0100000000;24648,1600000000;1690,2572961872;1834,7330287961;2138,7413019035;2335,9155925932;3284,8343388596;5115,9648062590;3024,7811722921;4437,3743740441;3033,1834968212;3690,8912402292;3126,0165882333;2020,2876471524;2808,5172520462;3779,3730260922;4823,9154785658;1914,9365962008;1686,0974202999;2141,5088234008;1960,9039080517;2271,9233986253;1036,5088881891;1763,0255388717;2166,4352840526;2135,8947181735;2313,7576979399;5012,4640000000;6743,1680000000;3207,1430000000;4490,9120000000;4241,3620000000;3992,0960000000;2081,9000000000;3914,8299356446;16418,4400000000;1596,1542717322;2192,1061883717;3244,1352333982;2548,6536384232;3416,9754609738;611,0500000000;1958,6184807007
2015-04-07;110,4920000000;132,1830000000;166,5210000000;671,1428571429;610,7400000000;24644,9800000000;1688,7681211603;1829,8092113082;2132,8207335167;2342,6037200305;3294,8555743797;5127,6292140280;2990,8117817394;4408,2234516963;3036,9447857885;3689,4489120404;3130,0602675726;2020,1663263591;2811,5401655604;3783,5122918627;4831,2968355955;1910,6987276789;1683,5284692828;2149,5417114096;1960,6858278737;2269,0582444829;1036,0491547081;1762,8354967419;2163,6246940507;2136,7028883978;2318,5036818993;5009,8420000000;6765,0040000000;3195,8070000000;4498,9750000000;4193,0050000000;3981,3300000000;2076,3300000000;3918,8993610731;16417,0700000000;1595,9822045559;2196,0456188734;3254,4885130988;2560,1355801217;3419,9181437225;611,0100000000;1959,0529476590
2015-04-06;110,5400000000;132,1840000000;165,3810000000;669,2466797300;614,7700000000;24641,8100000000;1689,3739321170;1829,1355527459;2126,8697912412;2339,2707782939;3296,6303056694;5134,4701815954;3007,2175316488;4409,3409735982;3036,8726130341;3689,4080417480;3131,3845545816;2020,6619873446;2809,1610471166;3783,2868109587;4834,6975949876;1908,3734985476;1683,0123581679;2148,4835715681;1960,4659115785;2269,1617704973;1042,9827915211;1762,6770103216;2166,0769908854;2135,8296393892;2318,0507940321;4995,1720000000;6757,1690000000;3218,0970000000;4477,9640000000;4161,5760000000;3979,9180000000;2080,6200000000;3925,9037635878;16415,7000000000;1595,9414289085;2195,5386515692;3253,7852353389;2559,0341033334;3420,6273213607;610,7400000000;1958,6966233731
2015-04-02;110,3890000000;131,8910000000;166,1190000000;666,0418013359;618,2200000000;24629,1200000000;1689,1802119553;1829,6264069884;2126,8793296117;2341,4323076638;3296,4050558628;5140,6090541887;3007,8391500436;4371,4057469182;3037,5763967359;3711,1503893272;3130,2660800704;2019,9852468551;2809,5025099692;3782,5905292162;4833,9145103914;1908,4860234647;1682,8342958669;2147,2614686456;1959,6699345813;2270,4576762469;1048,5992619715;1762,0064948111;2166,9084349473;2132,8053505233;2315,8131855725;4963,6050000000;6779,5840000000;3221,9630000000;4509,1770000000;4122,8130000000;3965,7090000000;2066,9600000000;3925,6111873618;16410,2300000000;1595,3663986723;2196,2729110951;3255,9335261432;2556,7924320281;3420,5000601678;614,7700000000;1957,9878684384
2015-04-01;110,4380000000;132,2030000000;167,6990000000;672,7292248229;626,5800000000;24625,9500000000;1689,3481044132;1829,9579122578;2130,3011638919;2342,3825238500;3297,0848266071;5141,9184070914;3007,3940422748;4369,6293671078;3035,6038201291;3708,0747444941;3128,7283075768;2020,1033341865;2808,4339391503;3779,9423339189;4827,8024510489;1909,8549319084;1683,5783446828;2147,4290263950;1959,4084467077;2271,9511021064;1062,8313163453;1761,8160535473;2166,5160964553;2133,9219915905;2316,8826931429;4953,5780000000;6722,3030000000;3216,7760000000;4434,3200000000;4087,5830000000;3939,1650000000;2059,6900000000;3925,1315268740;16408,8600000000;1595,2192750438;2194,2412960256;3258,5569959233;2559,8781245682;3419,2762552395;618,2200000000;1957,7528048218
2015-03-31;110,3290000000;131,7160000000;165,6910000000;678,5776142022;626,8700000000;24622,7800000000;1689,4870757563;1834,7051268787;2126,0263957066;2342,3857100811;3298,1777089846;5144,6603041625;3006,8610907642;4370,5445684750;3036,3311701464;3712,4546251724;3132,4586864748;2019,9613417274;2808,7467125427;3779,6762019223;4828,2132449663;1909,3538082700;1687,3868935888;2145,3488511898;1959,0480187806;2273,7484990836;1063,2991884977;1761,6442683675;2166,3479158392;2134,6247080552;2315,4046002300;4949,2220000000;6616,7810000000;3198,2010000000;4491,1580000000;4067,2150000000;3916,9190000000;2067,8900000000;3933,1777906561;16407,4900000000;1595,2598493755;2192,1821014769;3258,1518370775;2561,6051256693;3419,5347042701;626,5800000000;1957,2531293182
2015-03-30;110,2240000000;131,4220000000;165,3100000000;679,6791443850;622,7900000000;24619,6100000000;1689,8201077845;1840,3943570731;2129,2699838681;2337,9509159082;3294,6044634620;5137,8855790023;3002,2044082051;4352,2246291444;3037,2572056751;3708,9562984938;3130,2495331972;2020,1232739414;2807,1701075515;3777,7266766891;4823,5077762912;1912,3850109488;1690,2876811349;2145,6726141598;1958,8106016244;2273,6327919124;1056,3433068980;1761,4825621312;2166,0279451574;2134,5542357961;2314,5418753118;4949,6970000000;6601,8010000000;3202,9970000000;4508,1070000000;4019,2440000000;3912,6270000000;2086,2400000000;3930,0601724079;16406,1200000000;1595,0731399264;2189,9628154034;3250,9907021188;2560,0801794349;3417,7796000572;626,8700000000;1957,1251725021
2015-03-27;110,1850000000;131,3510000000;165,9710000000;675,4597888780;620,6800000000;24610,1000000000;1689,6202292616;1842,0625070584;2134,0834433364;2337,3585632568;3292,1180369640;5129,8092841806;3002,0531147976;4346,1746223502;3035,8026745169;3702,1999595433;3125,8756040315;2019,2724670853;2805,8190159661;3775,5649470360;4817,4329049630;1914,7365276836;1689,9232371513;2144,7011227374;1958,2283936020;2274,2363387448;1052,5984090511;1761,0235390025;2163,7508019991;2132,9047768634;2312,0796977918;4916,5320000000;6532,6830000000;3167,7810000000;4491,4640000000;3973,4480000000;3884,3330000000;2061,0200000000;3928,2904273483;16402,0200000000;1594,6859918983;2189,1783443822;3247,7115867494;2560,9112412176;3415,6589287056;622,7900000000;1956,4548732732
2015-03-26;110,0940000000;130,9950000000;164,2540000000;679,7433647730;619,7900000000;24606,9300000000;1689,6791381684;1842,3906901963;2134,8774618156;2336,7187272469;3291,2913238895;5144,4209322212;3002,4333957356;4363,2122668059;3033,4718703218;3702,3476305510;3127,5100395281;2019,5171088071;2805,2349754365;3773,8354875977;4825,1707105078;1915,3782274205;1690,0302777008;2143,8548038234;1957,9504087775;2274,4776241031;1051,1509630864;1760,8254930843;2162,4488250948;2132,8824548647;2311,5099824451;4905,0220000000;6566,6890000000;3153,2020000000;4514,2790000000;3902,5810000000;3872,0230000000;2056,1500000000;3937,4712408869;16400,6500000000;1594,5960792304;2188,0190803118;3254,4258981049;2557,7980093647;3418,0722239896;620,6800000000;1956,2467521712
